Product code,Product,Tahun,Ina Value,World Value,RCA 
1214,"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ...",2020,0,808505,0.00
1502,"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)",2020,0,8376,0.00
0701,"Potatoes, fresh or chilled",2020,0,13341,0.00
0806,"Grapes, fresh or dried",2020,0,216646,0.00
0812,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",2020,0,28388,0.00
1509,Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,2020,0,275661,0.00
1514,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ...",2020,0,35279,0.00
1521,"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ...",2020,14,20010,0.03
0702,"Tomatoes, fresh or chilled",2020,0,34994,0.00
0805,"Citrus fruit, fresh or dried",2020,0,335924,0.00
0813,"""Dried apricots, prunes, apples, peaches, pears, papaws """"papayas"""", tamarinds and other edible ...",2020,12,56872,0.01
1004,Oats,2020,0,20331,0.00
1201,"Soya beans, whether or not broken",2020,0,1491298,0.00
1208,Flours and meals of oil seeds or oleaginous fruits (excluding mustard),2020,0,174,0.00
1505,"Wool grease and fatty substances derived therefrom, incl. lanolin",2020,0,16819,0.00
1508,"Groundnut oil and its fractions, whether or not refined, but not chemically modified",2020,0,1403,0.00
1510,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",2020,0,4364,0.00
0707,"Cucumbers and gherkins, fresh or chilled",2020,0,133,0.00
0713,"Dried leguminous vegetables, shelled, whether or not skinned or split",2020,1,178856,0.00
1006,Rice,2020,0,503612,0.00
1007,Grain sorghum,2020,0,85437,0.00
1107,"Malt, whether or not roasted",2020,0,244719,0.00
1203,Copra,2020,0,0,
1206,"Sunflower seeds, whether or not broken",2020,0,9412,0.00
1506,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",2020,0,1108,0.00
0814,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",2020,0,8904,0.00
0909,"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries",2020,2,21151,0.00
1003,Barley,2020,0,303249,0.00
1102,Cereal flours (excluding wheat or meslin),2020,0,1360,0.00
1202,"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)",2020,0,65787,0.00
1507,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)",2020,0,5934,0.00
1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, ...",2020,99,44745,0.10
0808,"Apples, pears and quinces, fresh",2020,0,16835,0.00
1008,"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ...",2020,0,33068,0.00
1204,"Linseed, whether or not broken",2020,0,2093,0.00
1205,"Rape or colza seeds, whether or not broken",2020,0,965990,0.00
1503,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",2020,0,56,0.00
1522,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,2020,0,8771,0.00
1002,Rye,2020,0,7684,0.00
1103,"Cereal groats, meal and pellets",2020,0,626,0.00
1109,"Wheat gluten, whether or not dried",2020,0,41127,0.00
1213,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",2020,0,100886,0.00
0705,"""Lettuce """"Lactuca sativa"""" and chicory """"Cichorium spp."""", fresh or chilled""",2020,0,18824,0.00
1401,"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ...",2020,0,5810,0.00
1101,Wheat or meslin flour,2020,0,3462,0.00
0810,"""Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and ...",2020,0,544200,0.00
1105,"Flour, meal, powder, flakes, granules and pellets of potatoes",2020,0,50814,0.00
0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",2020,31,219020,0.01
0706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ...",2020,9,58573,0.01
1518,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",2020,0,12487,0.00
0601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ...",2020,10,50092,0.01
0708,"Leguminous vegetables, shelled or unshelled, fresh or chilled",2020,16,8998,0.08
1209,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",2020,9,211101,0.00
0906,Cinnamon and cinnamon-tree flowers,2020,29,10059,0.13
0905,Vanilla,2020,109,16071,0.32
0802,"Other nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts ...",2020,38,510693,0.00
1501,"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ...",2020,0,4326,0.00
1005,Maize or corn,2020,328,3294930,0.00
0711,"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",2020,267,63102,0.20
0712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",2020,154,318907,0.02
0811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ...",2020,182,240703,0.04
1504,"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ...",2020,1192,60038,0.92
1108,Starches; inulin,2020,962,82215,0.54
1517,"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ...",2020,607,39826,0.71
0907,"Cloves, whole fruit, cloves and stems",2020,280,2112,6.16
1301,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins",2020,439,11423,1.79
1515,"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ...",2020,261,147507,0.08
0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried",2020,674,399118,0.08
0910,"""Ginger, saffron, turmeric """"curcuma"""", thyme, bay leaves, curry and other spices (excluding ...",2020,1284,140141,0.43
0603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ...",2020,732,324657,0.10
1207,"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ...",2020,1564,370142,0.20
1106,"""Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ...",2020,497,16841,1.37
0801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",2020,1699,102458,0.77
1212,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ...",2020,1042,265961,0.18
0803,"Bananas, incl. plantains, fresh or dried",2020,1348,988411,0.06
1211,"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ...",2020,1248,257859,0.22
0602,"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ...",2020,912,113396,0.37
0709,"""Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ...",2020,923,349220,0.12
0902,"Tea, whether or not flavoured",2020,2921,156638,0.87
0604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",2020,2587,65636,1.83
0714,"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ...",2020,5192,71798,3.36
1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ...",2020,7223,344644,0.97
0908,"Nutmeg, mace and cardamoms",2020,6572,19481,15.67
1520,"Glycerol, crude; glycerol waters and glycerol lyes",2020,2657,4662,26.47
1516,"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",2020,6699,55469,5.61
0904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ...,2020,6746,104333,3.00
0710,"Vegetables, uncooked or cooked by steaming or boiling in water, frozen",2020,17351,945317,0.85
0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ...",2020,56049,1179263,2.21
1513,"""Coconut """"copra"""", palm kernel or babassu oil and fractions thereof, whether or not refined, ...",2020,40997,106667,17.85
1511,"Palm oil and its fractions, whether or not refined (excluding chemically modified)",2020,203011,547093,17.24
1404,"Vegetable products, n.e.s.",2020,232901,213912,50.58
0807,"Melons, incl. watermelons, and papaws (papayas), fresh",2021,0,27379,0.00
0903,Mate,2021,0,217,0.00
1001,Wheat and meslin,2021,0,1785206,0.00
1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin",2021,0,47618,0.00
0704,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled",2021,0,19424,0.00
0809,"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh",2021,0,60520,0.00
1104,"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ...",2021,0,74056,0.00
1214,"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ...",2021,0,839964,0.00
1502,"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)",2021,0,9120,0.00
0701,"Potatoes, fresh or chilled",2021,0,29162,0.00
0806,"Grapes, fresh or dried",2021,0,202973,0.00
0812,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",2021,0,26235,0.00
1509,Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,2021,0,277759,0.00
1514,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ...",2021,0,27039,0.00
1521,"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ...",2021,0,18990,0.00
0702,"Tomatoes, fresh or chilled",2021,0,33832,0.00
0805,"Citrus fruit, fresh or dried",2021,0,309716,0.00
0813,"""Dried apricots, prunes, apples, peaches, pears, papaws """"papayas"""", tamarinds and other edible ...",2021,0,56912,0.00
1004,Oats,2021,0,22794,0.00
1201,"Soya beans, whether or not broken",2021,0,2075724,0.00
1208,Flours and meals of oil seeds or oleaginous fruits (excluding mustard),2021,0,268,0.00
1505,"Wool grease and fatty substances derived therefrom, incl. lanolin",2021,0,27704,0.00
1508,"Groundnut oil and its fractions, whether or not refined, but not chemically modified",2021,0,1119,0.00
1510,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",2021,0,4548,0.00
0707,"Cucumbers and gherkins, fresh or chilled",2021,0,102,0.00
0713,"Dried leguminous vegetables, shelled, whether or not skinned or split",2021,0,167407,0.00
1006,Rice,2021,0,520431,0.00
1007,Grain sorghum,2021,0,96878,0.00
1107,"Malt, whether or not roasted",2021,0,217380,0.00
1203,Copra,2021,0,0,
1206,"Sunflower seeds, whether or not broken",2021,0,7994,0.00
1506,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",2021,0,1471,0.00
0814,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",2021,0,9014,0.00
0909,"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries",2021,0,20567,0.00
1003,Barley,2021,0,324555,0.00
1102,Cereal flours (excluding wheat or meslin),2021,0,1802,0.00
1202,"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)",2021,0,56296,0.00
1507,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)",2021,0,6636,0.00
1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, ...",2021,0,44530,0.00
0808,"Apples, pears and quinces, fresh",2021,0,19460,0.00
1008,"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ...",2021,0,32414,0.00
1204,"Linseed, whether or not broken",2021,0,2470,0.00
1205,"Rape or colza seeds, whether or not broken",2021,0,1603407,0.00
1503,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",2021,0,110,0.00
1522,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,2021,0,9846,0.00
1002,Rye,2021,0,8700,0.00
1103,"Cereal groats, meal and pellets",2021,0,696,0.00
1109,"Wheat gluten, whether or not dried",2021,0,46041,0.00
1213,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",2021,0,116602,0.00
0705,"""Lettuce """"Lactuca sativa"""" and chicory """"Cichorium spp."""", fresh or chilled""",2021,0,17432,0.00
1401,"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ...",2021,2,7151,0.01
1101,Wheat or meslin flour,2021,2,3656,0.02
0810,"""Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and ...",2021,2,556608,0.00
1105,"Flour, meal, powder, flakes, granules and pellets of potatoes",2021,5,44048,0.00
0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",2021,12,260000,0.00
0706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ...",2021,15,65447,0.01
1518,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",2021,28,16071,0.08
0601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ...",2021,31,55081,0.02
0708,"Leguminous vegetables, shelled or unshelled, fresh or chilled",2021,32,8221,0.17
1209,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",2021,33,214964,0.01
0906,Cinnamon and cinnamon-tree flowers,2021,45,10654,0.18
0905,Vanilla,2021,64,9615,0.29
0802,"Other nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts ...",2021,71,492873,0.01
1501,"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ...",2021,78,4043,0.84
1005,Maize or corn,2021,147,4741027,0.00
0711,"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",2021,169,62678,0.12
0712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",2021,171,324153,0.02
0811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ...",2021,258,269483,0.04
1504,"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ...",2021,261,59860,0.19
1108,Starches; inulin,2021,273,96599,0.12
1517,"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ...",2021,358,43761,0.36
0907,"Cloves, whole fruit, cloves and stems",2021,368,2460,6.52
1301,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins",2021,404,11025,1.60
1515,"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ...",2021,415,166887,0.11
0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried",2021,610,435621,0.06
0910,"""Ginger, saffron, turmeric """"curcuma"""", thyme, bay leaves, curry and other spices (excluding ...",2021,615,157193,0.17
0603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ...",2021,752,343899,0.10
1207,"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ...",2021,863,265258,0.14
1106,"""Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ...",2021,875,15608,2.44
0801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",2021,1071,118807,0.39
1212,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ...",2021,1115,240761,0.20
0803,"Bananas, incl. plantains, fresh or dried",2021,1156,981880,0.05
1211,"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ...",2021,1266,260408,0.21
0602,"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ...",2021,1285,124608,0.45
0709,"""Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ...",2021,2220,346592,0.28
0902,"Tea, whether or not flavoured",2021,2842,174066,0.71
0604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",2021,2893,71802,1.76
0714,"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ...",2021,5060,88108,2.50
1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ...",2021,6544,313989,0.91
0908,"Nutmeg, mace and cardamoms",2021,7017,20372,15.01
1520,"Glycerol, crude; glycerol waters and glycerol lyes",2021,7338,9399,34.01
1516,"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",2021,7912,68067,5.06
0904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ...,2021,9960,123176,3.52
0710,"Vegetables, uncooked or cooked by steaming or boiling in water, frozen",2021,15860,999187,0.69
0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ...",2021,61970,1319359,2.05
1513,"""Coconut """"copra"""", palm kernel or babassu oil and fractions thereof, whether or not refined, ...",2021,70864,186055,16.59
1511,"Palm oil and its fractions, whether or not refined (excluding chemically modified)",2021,226064,675484,14.58
1404,"Vegetable products, n.e.s.",2021,344567,322824,46.50
